action_type,combined_shot_type,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent
Jump Shot,Jump Shot,9,1,0,2011-12,39,19,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-01-19,LAL @ MIA,MIA
Turnaround Jump Shot,Jump Shot,9,1,0,2011-12,10,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2012-01-19,LAL @ MIA,MIA
Jump Shot,Jump Shot,6,1,0,2011-12,26,17,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-01-19,LAL @ MIA,MIA
Jump Shot,Jump Shot,4,1,0,2011-12,13,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2012-01-19,LAL @ MIA,MIA
Pullup Jump shot,Jump Shot,1,1,0,2011-12,4,9,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-01-19,LAL @ MIA,MIA
Jump Shot,Jump Shot,7,2,0,2011-12,33,19,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-01-19,LAL @ MIA,MIA
Jump Shot,Jump Shot,0,2,0,2011-12,28,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-01-19,LAL @ MIA,MIA
Jump Shot,Jump Shot,11,3,0,2011-12,45,16,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-01-19,LAL @ MIA,MIA
Jump Shot,Jump Shot,9,3,0,2011-12,55,17,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-01-19,LAL @ MIA,MIA
Jump Shot,Jump Shot,8,3,0,2011-12,5,20,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2012-01-19,LAL @ MIA,MIA
Driving Layup Shot,Layup,5,3,0,2011-12,54,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-19,LAL @ MIA,MIA
Jump Shot,Jump Shot,9,4,0,2011-12,56,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-19,LAL @ MIA,MIA
Jump Shot,Jump Shot,8,4,0,2011-12,0,26,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-19,LAL @ MIA,MIA
Jump Shot,Jump Shot,6,4,0,2011-12,54,21,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-01-19,LAL @ MIA,MIA
Jump Shot,Jump Shot,3,4,0,2011-12,2,24,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2012-01-19,LAL @ MIA,MIA
Jump Bank Shot,Jump Shot,2,4,0,2011-12,21,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-19,LAL @ MIA,MIA
Running Dunk Shot,Dunk,2,4,0,2011-12,3,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-19,LAL @ MIA,MIA
Driving Layup Shot,Layup,1,4,0,2011-12,5,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-19,LAL @ MIA,MIA
Jump Shot,Jump Shot,0,4,0,2011-12,31,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-01-19,LAL @ MIA,MIA
Layup Shot,Layup,0,4,0,2011-12,25,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-19,LAL @ MIA,MIA
Jump Shot,Jump Shot,9,1,0,2011-12,11,16,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,8,1,0,2011-12,7,17,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2012-01-20,LAL @ ORL,ORL
Alley Oop Dunk Shot,Dunk,7,1,0,2011-12,37,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,3,1,0,2011-12,4,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,8,2,0,2011-12,31,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-01-20,LAL @ ORL,ORL
Hook Bank Shot,Bank Shot,6,2,0,2011-12,46,8,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,3,2,0,2011-12,26,27,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-01-20,LAL @ ORL,ORL
Layup Shot,Layup,3,2,0,2011-12,5,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,1,2,0,2011-12,41,8,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,0,2,0,2011-12,38,10,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2012-01-20,LAL @ ORL,ORL
Jump Bank Shot,Jump Shot,7,3,0,2011-12,20,9,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-01-20,LAL @ ORL,ORL
Driving Dunk Shot,Dunk,3,3,0,2011-12,30,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-20,LAL @ ORL,ORL
Reverse Layup Shot,Layup,2,3,0,2011-12,52,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,2,3,0,2011-12,32,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,1,3,0,2011-12,54,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,11,4,0,2011-12,18,16,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,6,4,0,2011-12,57,28,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,5,4,0,2011-12,36,29,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,3,4,0,2011-12,57,16,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,3,4,0,2011-12,9,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,2,4,0,2011-12,40,22,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,1,4,0,2011-12,22,14,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2012-01-20,LAL @ ORL,ORL
Jump Shot,Jump Shot,10,1,0,2011-12,19,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-01-22,LAL vs. IND,IND
Jump Shot,Jump Shot,7,1,0,2011-12,59,16,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2012-01-22,LAL vs. IND,IND
Jump Shot,Jump Shot,5,1,0,2011-12,37,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-22,LAL vs. IND,IND
Fadeaway Jump Shot,Jump Shot,5,1,0,2011-12,10,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-01-22,LAL vs. IND,IND
Running Layup Shot,Layup,4,1,0,2011-12,48,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-01-22,LAL vs. IND,IND
Reverse Dunk Shot,Dunk,4,1,0,2011-12,8,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-22,LAL vs. IND,IND
Driving Layup Shot,Layup,3,1,0,2011-12,27,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-22,LAL vs. IND,IND
Jump Shot,Jump Shot,2,1,0,2011-12,13,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-22,LAL vs. IND,IND
Jump Shot,Jump Shot,4,2,0,2011-12,55,21,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2012-01-22,LAL vs. IND,IND
Floating Jump shot,Jump Shot,4,2,0,2011-12,12,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-22,LAL vs. IND,IND
Jump Shot,Jump Shot,2,2,0,2011-12,31,18,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2012-01-22,LAL vs. IND,IND
Driving Dunk Shot,Dunk,1,2,0,2011-12,44,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-22,LAL vs. IND,IND
Turnaround Jump Shot,Jump Shot,1,2,0,2011-12,14,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2012-01-22,LAL vs. IND,IND
Fadeaway Jump Shot,Jump Shot,11,3,0,2011-12,15,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-01-22,LAL vs. IND,IND
Fadeaway Jump Shot,Jump Shot,8,3,0,2011-12,53,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-01-22,LAL vs. IND,IND
Jump Shot,Jump Shot,8,3,0,2011-12,34,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-22,LAL vs. IND,IND
Jump Shot,Jump Shot,7,3,0,2011-12,46,12,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2012-01-22,LAL vs. IND,IND
Fadeaway Jump Shot,Jump Shot,4,3,0,2011-12,3,12,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2012-01-22,LAL vs. IND,IND
Turnaround Fadeaway shot,Jump Shot,2,3,0,2011-12,18,14,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-01-22,LAL vs. IND,IND
Jump Shot,Jump Shot,1,3,0,2011-12,57,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-01-22,LAL vs. IND,IND
Tip Shot,Tip Shot,1,3,0,2011-12,56,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-22,LAL vs. IND,IND
Jump Shot,Jump Shot,1,3,0,2011-12,18,16,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-01-22,LAL vs. IND,IND
Tip Shot,Tip Shot,0,3,0,2011-12,50,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-22,LAL vs. IND,IND
Jump Shot,Jump Shot,0,3,0,2011-12,1,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-01-22,LAL vs. IND,IND
Fadeaway Jump Shot,Jump Shot,7,4,0,2011-12,15,19,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-01-22,LAL vs. IND,IND
Step Back Jump shot,Jump Shot,6,4,0,2011-12,34,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-01-22,LAL vs. IND,IND
Jump Shot,Jump Shot,4,4,0,2011-12,16,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-01-22,LAL vs. IND,IND
Layup Shot,Layup,3,4,0,2011-12,46,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-22,LAL vs. IND,IND
Jump Shot,Jump Shot,2,4,0,2011-12,59,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-01-22,LAL vs. IND,IND
Jump Shot,Jump Shot,0,4,0,2011-12,2,29,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2012-01-22,LAL vs. IND,IND
Jump Shot,Jump Shot,4,1,0,2011-12,9,17,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,3,1,0,2011-12,3,27,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,2,1,0,2011-12,2,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,0,1,0,2011-12,25,26,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,5,2,0,2011-12,7,22,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,2,2,0,2011-12,24,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,1,2,0,2011-12,18,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-01-25,LAL vs. LAC,LAC
Floating Jump shot,Jump Shot,8,3,0,2011-12,49,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,3,3,0,2011-12,43,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,2,3,0,2011-12,15,17,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,7,4,0,2011-12,44,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,6,4,0,2011-12,26,26,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,5,4,0,2011-12,49,28,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,5,4,0,2011-12,2,19,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,4,4,0,2011-12,14,21,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,1,4,0,2011-12,47,20,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2012-01-25,LAL vs. LAC,LAC
Floating Jump shot,Jump Shot,1,4,0,2011-12,7,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-01-25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,8,1,0,2011-12,1,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-01-28,LAL @ MIL,MIL
Turnaround Jump Shot,Jump Shot,6,1,0,2011-12,16,11,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,5,1,0,2011-12,12,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,2,1,0,2011-12,8,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-01-28,LAL @ MIL,MIL
Layup Shot,Layup,11,3,0,2011-12,40,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-28,LAL @ MIL,MIL
Layup Shot,Layup,11,3,0,2011-12,7,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,10,3,0,2011-12,1,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,8,3,0,2011-12,39,14,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,8,3,0,2011-12,4,17,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2012-01-28,LAL @ MIL,MIL
Tip Shot,Tip Shot,6,3,0,2011-12,29,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,2,3,0,2011-12,32,13,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,1,3,0,2011-12,53,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,10,4,0,2011-12,7,22,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,6,4,0,2011-12,51,8,0.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,6,4,0,2011-12,23,18,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2012-01-28,LAL @ MIL,MIL
Running Layup Shot,Layup,5,4,0,2011-12,54,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,5,4,0,2011-12,34,26,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,4,4,0,2011-12,52,11,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,4,4,0,2011-12,16,10,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,3,4,0,2011-12,33,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-01-28,LAL @ MIL,MIL
Jump Shot,Jump Shot,1,4,0,2011-12,45,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-01-28,LAL @ MIL,MIL
Driving Layup Shot,Layup,9,1,0,2011-12,3,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-29,LAL @ MIN,MIN
Fadeaway Jump Shot,Jump Shot,7,1,0,2011-12,18,11,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,3,1,0,2011-12,30,16,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,1,1,0,2011-12,34,22,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,0,1,0,2011-12,51,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,0,1,0,2011-12,0,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,5,2,0,2011-12,28,14,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2012-01-29,LAL @ MIN,MIN
Driving Reverse Layup Shot,Layup,4,2,0,2011-12,52,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-29,LAL @ MIN,MIN
Step Back Jump shot,Jump Shot,4,2,0,2011-12,16,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-01-29,LAL @ MIN,MIN
Turnaround Bank shot,Bank Shot,3,2,0,2011-12,15,9,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,2,2,0,2011-12,47,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-01-29,LAL @ MIN,MIN
Turnaround Jump Shot,Jump Shot,2,2,0,2011-12,2,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-01-29,LAL @ MIN,MIN
Pullup Jump shot,Jump Shot,1,2,0,2011-12,20,17,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,0,2,0,2011-12,23,13,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,11,3,0,2011-12,13,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,10,3,0,2011-12,7,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,8,3,0,2011-12,42,12,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,5,3,0,2011-12,45,24,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,4,3,0,2011-12,7,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,3,3,0,2011-12,19,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,2,3,0,2011-12,10,22,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2012-01-29,LAL @ MIN,MIN
Driving Jump shot,Jump Shot,1,3,0,2011-12,1,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-01-29,LAL @ MIN,MIN
Layup Shot,Layup,0,3,0,2011-12,10,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,0,3,0,2011-12,0,37,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,11,4,0,2011-12,18,22,1.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,7,4,0,2011-12,26,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-01-29,LAL @ MIN,MIN
Pullup Jump shot,Jump Shot,4,4,0,2011-12,29,16,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2012-01-29,LAL @ MIN,MIN
Pullup Jump shot,Jump Shot,1,4,0,2011-12,16,13,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2012-01-29,LAL @ MIN,MIN
Running Jump Shot,Jump Shot,0,4,0,2011-12,28,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2012-01-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,11,1,0,2011-12,45,21,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,9,1,0,2011-12,49,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,9,1,0,2011-12,21,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,7,1,0,2011-12,52,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-31,LAL vs. CHA,CHA
Layup Shot,Layup,6,1,0,2011-12,41,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-31,LAL vs. CHA,CHA
Fadeaway Jump Shot,Jump Shot,4,1,0,2011-12,46,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,4,1,0,2011-12,1,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,3,1,0,2011-12,36,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,2,1,0,2011-12,54,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2012-01-31,LAL vs. CHA,CHA
Running Jump Shot,Jump Shot,2,1,0,2011-12,24,9,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,1,1,0,2011-12,46,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,0,1,0,2011-12,1,29,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,5,2,0,2011-12,28,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,3,2,0,2011-12,7,12,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2012-01-31,LAL vs. CHA,CHA
Running Jump Shot,Jump Shot,0,2,0,2011-12,57,11,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,0,2,0,2011-12,1,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,10,3,0,2011-12,47,26,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,10,3,0,2011-12,7,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,7,3,0,2011-12,35,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,5,3,0,2011-12,3,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,1,3,0,2011-12,5,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-01-31,LAL vs. CHA,CHA
Jump Shot,Jump Shot,10,1,0,2011-12,3,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2012-02-03,LAL @ DEN,DEN
